Channel:	8	SampleRate:	1000	Resolution:	24	Notch:	60Hz			
Time	Ch1	Ch2	Ch3	Ch4	Ch5	Ch6	Ch7	Ch8	Event	
18:23:10.5221	    -7.72	   -11.73	   -20.31	     8.01	   154.50	    15.74	    25.75	    18.60	  0
18:23:10.5274	    -6.58	   -10.30	   -19.45	    13.73	   170.80	    19.45	    32.04	    23.46	  0
18:23:10.5274	    -4.86	    -7.44	   -13.73	    19.17	   188.26	    23.17	    37.48	    28.90	  0
18:23:10.5274	    -1.72	    -3.72	    -5.72	    27.47	   217.15	    27.75	    44.06	    35.76	  0
18:23:10.5274	     2.29	     0.29	     2.86	    33.76	   245.76	    32.33	    49.21	    41.20	  0
18:23:10.5304	     6.01	     4.29	     8.58	    37.19	   262.93	    36.62	    52.07	    45.20	  0
18:23:10.5304	     8.58	     6.87	     8.30	    37.48	   260.93	    40.05	    53.22	    47.49	  0
18:23:10.5473	    10.30	     8.87	     7.15	    37.48	   246.05	    43.20	    52.93	    48.07	  0
18:23:10.5473	    10.87	     8.87	    10.01	    34.05	   228.88	    44.06	    52.07	    48.07	  0
18:23:10.5513	    10.59	     8.87	    15.45	    31.47	   212.57	    44.63	    50.93	    48.64	  0
18:23:10.5513	    10.01	     8.87	    16.31	    26.61	   193.69	    44.92	    47.78	    46.06	  0
18:23:10.5513	     8.01	     7.44	     8.01	    16.31	   184.54	    43.77	    43.49	    42.63	  0
18:23:10.5513	     8.87	     8.01	     3.43	     9.16	   184.54	    45.49	    44.35	    44.35	  0
18:23:10.5530	     9.44	     8.30	     8.30	    18.02	   187.40	    46.63	    53.79	    49.78	  0
18:23:10.5530	     9.73	     8.58	     6.01	    20.03	   188.54	    46.35	    52.93	    49.21	  0
18:23:10.5530	     9.16	     7.72	     4.01	    10.01	   201.70	    45.20	    49.50	    47.49	  0
18:23:10.5530	     7.15	     5.72	     1.43	     1.14	   216.87	    42.92	    48.64	    47.49	  0
18:23:10.5581	     5.15	     4.01	     0.00	    -6.29	   220.58	    40.05	    45.49	    45.20	  0
18:23:10.5581	     6.01	     4.01	     6.58	    -4.58	   226.88	    38.34	    44.06	    43.49	  0
18:23:10.5581	     6.87	     4.86	    15.45	     2.00	   229.74	    37.19	    47.21	    44.63	  0
18:23:10.5581	     6.29	     4.86	    20.03	     5.72	   223.45	    34.33	    47.49	    43.20	  0
18:23:10.5639	     3.15	     2.57	    21.46	     5.44	   214.58	    28.04	    40.34	    35.48	  0
18:23:10.5639	    -1.43	    -1.43	    22.03	    -1.43	   201.99	    19.74	    30.04	    27.75	  0
18:23:10.5639	    -7.15	    -7.15	    20.89	   -11.73	   199.13	    10.30	    20.03	    18.60	  0
18:23:10.6005	   -11.44	   -11.16	    17.45	   -21.74	   203.70	     2.29	    12.02	    11.16	  0
18:23:10.6058	  -590.80	 -1317.22	   906.09	  -714.40	  -165.08	    54.93	   -18.60	   342.18	  0
18:23:10.6068	  -123.88	  1635.93	   631.43	  -549.60	 -1264.00	  1469.71	    -4.86	    87.83	  0
18:23:10.6807	   123.02	 -1248.55	  -494.67	  -220.01	  1332.09	  1153.57	  -210.86	   -86.12	  0
18:23:10.6817	    81.83	 -1124.95	   549.03	   823.69	    68.09	  1057.43	  -197.12	    79.54	  0
18:23:10.6868	  -673.20	 -1509.48	   823.69	 -1236.53	  -329.88	 -1126.10	  -183.39	   254.63	  0
18:23:10.6868	  1744.08	 -1688.00	   768.76	  -233.75	 -1140.40	   494.38	  -169.66	   627.71	  0
18:23:10.6868	  1469.42	  -946.43	  -673.20	  -233.75	   274.37	  -686.65	  -155.93	   524.43	  0
18:23:10.6868	 -1318.93	   852.59	   109.58	  1057.15	  1249.41	   439.45	  -142.19	  1177.03	  0
18:23:10.6929	   507.83	   454.33	   988.48	 -1373.86	  -247.48	 -1483.44	  -128.46	 -1581.00	  0
18:23:10.6929	   -27.75	  1401.90	  -343.61	  1373.29	   919.82	   810.24	  -114.73	 -1459.98	  0
18:23:10.6929	  -549.60	  1415.92	  1208.50	 -1291.18	 -1566.12	  1716.90	  -100.99	 -1384.16	  0
18:23:10.6929	  1002.50	  -314.71	  -480.94	  -535.87	   260.64	  -192.26	   -87.26	  -738.14	  0
18:23:10.6983	   -96.13	  -905.23	  1235.96	 -1662.26	  1153.57	  -878.91	   -73.53	  -249.20	  0
18:23:10.6983	   137.04	   371.65	  1716.61	  -728.13	   -27.47	   274.66	   -59.80	   -44.35	  0
18:23:10.6993	   549.03	  1484.30	   796.22	   947.57	  -178.53	  -645.45	   -46.06	   301.27	  0
18:23:10.6993	  -645.73	  -520.71	    82.11	   164.51	  1744.08	  -398.25	   -32.33	   184.54	  0
18:23:10.7046	  1455.69	   193.41	   727.56	  1538.09	  -261.21	  -425.72	   -18.60	   145.05	  0
18:23:10.7046	 -1249.98	   509.26	  1290.89	 -1359.84	  -371.07	 -1098.63	    -4.86	   682.07	  0
18:23:10.7046	  1648.24	  1360.99	   713.83	  1098.63	  1208.50	   -68.66	  -210.86	 -1639.94	  0
18:23:10.7056	  -741.86	   866.32	  1029.97	  -892.93	   851.15	  1565.84	  -197.12	  -265.50	  0
18:23:10.7112	    40.91	   -81.25	 -1318.65	 -1126.39	   961.02	  1703.17	  -183.39	   475.50	  0
18:23:10.7112	  1002.50	  1429.65	  -467.21	 -1387.31	  -659.47	   796.51	  -169.66	   925.54	  0
18:23:10.7112	   590.52	  1621.91	 -1249.98	   961.30	   452.90	   453.19	  -155.93	  1136.11	  0
18:23:10.7112	   -41.20	  -410.84	  1098.63	  -480.94	  -947.86	  -878.91	  -142.19	  1330.09	  0
18:23:10.7165	  -123.60	   -67.23	  -480.94	   -82.40	  -522.14	 -1634.50	  -128.46	  1213.65	  0
18:23:10.7165	  -576.78	  -369.36	   988.77	  -467.21	  -563.34	   727.84	  -114.73	   621.13	  0
18:23:10.7175	  1634.50	  1498.32	 -1030.26	  1524.35	  -645.73	  -865.17	  -100.99	   174.52	  0
18:23:10.7175	   769.04	 -1674.56	   755.02	  1332.09	 -1511.19	 -1689.43	   -87.26	   508.40	  0
18:23:10.7237	  1071.17	  -204.85	  -645.73	   768.76	 -1167.58	  -769.04	   -73.53	 -1743.79	  0
18:23:10.7237	 -1565.84	  -191.12	    40.91	  -879.19	  -947.86	  1126.10	   -59.80	   291.82	  0
18:23:10.7327	   480.65	   481.51	   796.51	  -837.99	  -109.86	  -480.65	   -46.06	  -907.23	  0
18:23:10.7327	    82.40	  -177.67	  -947.86	   878.91	   109.58	  -563.05	   -32.33	   820.83	  0
18:23:10.7385	   343.04	 -1236.25	  -604.25	   -18.60	 -1186.47	     4.58	  -157.93	  1212.79	  0
18:23:10.7385	  1455.98	  -535.58	 -1634.50	    -4.86	   428.87	  1570.42	  1043.99	   -26.61	  0
18:23:10.7385	   233.46	 -1483.44	  -260.93	  -210.86	  1576.71	  -771.33	  1756.38	  1033.40	  0
18:23:10.7385	  1620.77	  1730.63	  -906.37	  -197.12	 -1612.47	  -108.15	   892.35	  1722.34	  0
18:23:10.7445	  -810.24	   -96.13	    13.73	  -183.39	  1642.80	   -71.53	  1530.65	  1643.37	  0
18:23:10.7445	  -988.77	  -714.11	  1263.71	  -169.66	  1478.86	   109.86	   767.04	    25.18	  0
18:23:10.7445	   590.52	   727.84	   274.66	  -155.93	  1345.25	   281.81	  1168.44	  -866.32	  0
18:23:10.7445	  -343.32	  1016.24	   508.12	  -142.19	  1284.89	   409.98	   160.50	    44.92	  0
18:23:10.7500	 -1538.37	   631.71	  1071.17	  -128.46	  1604.46	   904.66	  -401.69	   748.44	  0
18:23:10.7500	   357.06	   727.84	 -1442.24	  -114.73	  1735.50	  1274.30	 -1504.33	  -287.53	  0
18:23:10.7500	  -659.18	  1634.50	 -1552.11	  -100.99	 -1355.27	 -1512.62	  1314.35	  -127.32	  0
18:23:10.7500	 -1098.63	   384.52	 -1112.37	   -87.26	  -165.37	  -196.27	    61.23	   412.85	  0
18:23:10.7565	 -1236.25	   -73.53	   234.89	    84.97	 -1328.66	   395.97	   950.43	 -1453.40	  0
18:23:10.7683	    26.89	    12.30	    -4.58	   -23.46	   285.24	     7.15	     9.16	     3.15	  0
18:23:10.7683	    26.61	    11.44	    -0.29	   -23.17	   287.82	     8.30	    12.59	     6.87	  0
18:23:10.7683	    28.61	    12.87	     5.72	   -22.32	   278.95	    11.73	    20.60	    12.02	  0
18:23:10.7743	    30.33	    13.45	     7.15	   -21.17	   267.51	    13.45	    25.18	    14.02	  0
18:23:10.7753	    31.47	    14.31	    10.59	   -21.17	   245.76	    15.16	    26.61	    14.59	  0
18:23:10.7753	    29.47	    12.02	    13.16	   -25.75	   230.88	    13.73	    24.60	    14.31	  0
18:23:10.7753	    26.32	     8.58	    12.59	   -31.47	   225.73	    10.59	    20.31	    11.16	  0
18:23:10.7956	    25.46	     6.01	    12.30	   -34.90	   214.86	     8.30	    17.17	     7.72	  0
18:23:10.7966	    25.75	     5.44	     7.72	   -36.62	   197.70	     8.01	    16.31	     6.58	  0
18:23:10.7966	    27.75	     6.01	     3.15	   -36.05	   179.67	    10.01	    17.74	     8.58	  0
18:23:10.7966	    32.62	     9.73	     1.14	   -29.75	   173.66	    16.02	    20.31	    12.30	  0
18:23:10.8003	    36.91	    13.16	     2.29	   -21.17	   169.37	    22.32	    24.89	    17.45	  0
18:23:10.8003	    41.20	    16.59	     5.15	   -12.02	   172.23	    28.32	    32.33	    25.18	  0
18:23:10.8003	    44.35	    19.45	     7.15	    -5.72	   179.67	    32.90	    38.05	    32.33	  0
18:23:10.8003	    44.63	    19.17	    10.01	    -3.72	   195.41	    33.47	    38.91	    33.47	  0
18:23:10.8054	    42.34	    16.31	    18.02	    11.44	   212.29	    31.47	    44.63	    36.91	  0
18:23:10.8063	    42.06	    15.74	    15.74	    11.73	   216.87	    30.33	    39.48	    34.05	  0
18:23:10.8063	    44.35	    18.31	    23.75	    13.45	   216.58	    32.33	    41.48	    34.90	  0
18:23:10.8063	    46.63	    21.46	    33.19	    21.74	   219.15	    34.05	    46.35	    38.62	  0
18:23:10.8094	    44.92	    20.60	    40.05	    28.04	   224.59	    32.04	    47.21	    41.48	  0
18:23:10.8094	    44.63	    20.60	    44.63	    33.47	   228.31	    31.47	    46.35	    43.49	  0
18:23:10.8094	    46.92	    22.32	    50.64	    40.05	   232.32	    32.33	    45.20	    44.35	  0
18:23:10.8094	    51.21	    26.04	    55.50	    44.92	   232.03	    34.05	    43.49	    45.20	  0
18:23:10.8115	    56.36	    31.76	    52.64	    34.62	   229.74	    37.48	    38.05	    43.77	  0
18:23:10.8174	    57.79	    34.05	    57.22	    38.05	   233.75	    38.34	    40.34	    44.92	  0
18:23:10.8427	   403.12	 -1737.79	    13.16	    50.64	    37.19	    56.93	    90.41	   340.75	  0
18:23:10.8427	   160.79	  1327.23	    13.16	    54.93	    41.77	    61.23	    91.27	   330.73	  0
18:23:10.9078	   724.41	  1488.02	    13.16	    58.65	    45.49	    65.80	    97.56	   316.43	  0
18:23:10.9078	  1452.54	 -1732.92	    13.45	    64.66	    51.50	    60.08	    84.97	   296.69	  0
18:23:10.9078	    30.61	     0.00	 -1277.16	  -343.04	  -274.37	 -1510.62	   358.20	  1414.78	  0
18:23:10.9088	    31.19	     0.00	 -1277.16	  1373.58	  -425.43	   467.21	  -452.04	   975.32	  0
18:23:10.9135	    32.33	     0.00	 -1277.16	  1456.26	   -82.11	  1098.92	  -987.91	   796.80	  0
18:23:10.9145	   727.84	   -18.60	   268.65	   609.11	  -854.30	 -1133.25	 -1103.78	 -1350.40	  0
18:23:10.9145	    70.38	    58.08	    49.50	    65.52	   262.07	    38.91	    52.93	    45.20	  0
18:23:10.9145	    70.38	    58.08	    48.64	    69.24	   262.93	    40.91	    56.65	    48.07	  0
18:23:10.9195	    70.67	    58.08	    47.78	    66.66	   260.07	    42.63	    58.65	    50.35	  0
18:23:10.9195	    69.24	    56.08	    51.78	    64.95	   253.20	    41.77	    58.08	    50.35	  0
18:23:10.9195	    67.81	    54.36	    55.50	    65.23	   251.77	    41.48	    58.36	    50.64	  0
18:23:10.9205	    64.95	    51.50	    61.51	    64.95	   250.05	    39.20	    57.79	    50.35	  0
18:23:10.9235	    58.94	    45.49	    59.22	    58.08	   254.35	    32.90	    51.21	    44.92	  0
18:23:10.9235	    51.21	    38.05	    54.07	    46.35	   261.50	    23.46	    42.06	    36.91	  0
18:23:10.9235	    46.06	    32.90	    54.36	    32.62	   264.93	    16.31	    34.62	    29.75	  0
18:23:10.9235	    40.05	    26.89	    52.36	    18.88	   270.37	     8.01	    24.60	    20.89	  0
18:23:10.9287	    33.76	    21.17	    46.06	     8.30	   284.10	     0.00	    12.59	    11.73	  0
18:23:10.9297	    27.75	    15.74	    40.34	    -0.29	   292.40	    -6.87	     1.72	     4.01	  0
18:23:10.9297	    20.89	     9.44	    29.47	   -12.59	   301.55	   -14.31	    -7.72	    -4.29	  0
18:23:10.9297	    15.16	     3.72	     9.16	   -44.63	   302.12	   -20.03	   -23.75	   -18.88	  0
18:23:10.9349	     9.16	    -2.00	    -7.15	   -78.96	   295.54	   -26.61	   -36.34	   -32.33	  0
18:23:10.9349	     3.15	    -8.30	    -5.15	   -79.25	   293.54	   -32.62	   -34.05	   -34.62	  0
18:23:10.9349	    -1.72	   -12.87	    -6.58	   -70.38	   289.54	   -38.05	   -35.19	   -37.48	  0
18:23:10.9349	    -7.15	   -17.74	    -9.44	   -70.95	   284.39	   -45.20	   -41.77	   -44.35	  0
18:23:10.9399	   -11.44	   -21.17	   -11.16	   -79.82	   259.78	   -50.64	   -49.50	   -50.64	  0
18:23:10.9399	   -14.02	   -22.89	   -10.01	   -90.41	   226.02	   -54.07	   -52.64	   -54.93	  0
18:23:10.9399	   -16.59	   -24.60	   -11.16	   -98.71	   205.42	   -56.93	   -55.50	   -57.79	  0
18:23:10.9539	   -20.03	   -26.89	    -9.16	  -102.42	   198.27	   -60.65	   -56.65	   -58.08	  0
18:23:10.9599	   -21.17	   -27.75	    -3.72	  -103.00	   197.41	   -62.08	   -56.08	   -57.51	  0
18:23:10.9599	   -17.17	   -23.75	     3.15	   -97.85	   195.98	   -58.36	   -52.64	   -52.64	  0
18:23:10.9599	   -12.59	   -18.60	     9.44	   -89.55	   196.27	   -52.93	   -48.07	   -47.78	  0
18:23:10.9599	    -8.58	   -14.59	    13.45	   -82.68	   198.84	   -48.64	   -46.63	   -44.92	  0
18:23:10.9640	    -4.58	   -10.30	    15.45	   -75.82	   203.13	   -44.35	   -43.49	   -42.63	  0
18:23:10.9640	    -0.86	    -6.29	    18.31	   -70.67	   210.00	   -40.34	   -42.06	   -42.06	  0
18:23:10.9640	     3.72	    -1.43	    18.31	   -69.24	   212.57	   -35.76	   -39.20	   -40.34	  0
18:23:10.9640	     8.30	     2.57	    16.31	   -66.66	   212.57	   -32.33	   -36.62	   -38.91	  0
18:23:10.9690	    10.87	     5.44	    20.03	   -47.78	   216.58	   -30.90	   -29.47	   -32.62	  0
18:23:10.9690	    12.87	     7.72	    20.31	   -27.18	   216.58	   -28.61	   -24.89	   -27.75	  0
18:23:10.9690	    15.74	    10.30	     6.87	   -36.05	   208.28	   -26.61	   -30.04	   -32.04	  0
18:23:10.9690	    20.03	    14.02	     2.86	   -48.92	   191.12	   -21.46	   -26.89	   -30.04	  0
18:23:10.9754	    24.32	    17.74	     2.57	   -52.07	   188.83	   -15.45	   -19.74	   -24.32	  0
18:23:10.9754	    28.32	    21.17	     4.58	   -48.35	   204.85	    -9.73	    -8.87	   -16.59	  0
18:23:10.9754	    32.33	    24.03	     8.87	   -39.20	   234.60	    -4.86	     0.57	    -9.44	  0
18:23:10.9778	    36.91	    27.47	    15.45	   -29.75	   255.49	     0.00	     8.58	    -4.29	  0
18:23:10.9838	    46.63	    35.76	    18.60	   -32.90	   255.78	     9.16	    13.73	     0.00	  0
18:23:10.9838	    52.36	    40.05	    32.90	   -19.17	   257.49	    15.74	    30.33	    12.59	  0
18:23:10.9838	    54.65	    41.20	    40.63	    -4.86	   262.07	    18.31	    38.91	    18.88	  0
18:23:10.9838	    56.36	    42.34	    46.06	     6.29	   264.64	    19.45	    40.34	    18.60	  0
18:23:10.9888	    57.22	    42.63	    49.78	    18.31	   265.50	    20.03	    41.20	    17.74	  0
18:23:10.9888	    58.08	    43.20	    51.21	    27.47	   256.06	    21.46	    41.20	    17.74	  0
18:23:11.0034	    56.08	    40.34	    48.64	    29.75	   238.04	    18.88	    38.05	    12.59	  0
18:23:11.0034	    50.07	    33.47	    38.91	    28.90	   232.60	    11.73	    30.04	     4.29	  0
18:23:11.0094	    42.63	    25.46	    30.04	    26.04	   230.03	     4.58	    22.32	    -2.57	  0
18:23:11.0094	    37.77	    20.31	    26.32	    23.75	   226.59	     1.43	    17.74	    -6.87	  0
18:23:11.0104	    33.47	    16.02	    24.32	    21.46	   231.17	    -0.29	    17.17	    -8.87	  0
18:23:11.0104	    30.90	    13.16	    19.45	    21.74	   240.90	    -0.29	    18.31	    -7.72	  0
18:23:11.0134	    26.61	     8.87	    12.59	    20.03	   253.77	    -2.57	    17.17	    -8.87	  0
18:23:11.0134	    23.75	     5.15	    13.73	    19.74	   258.35	    -4.58	    16.59	    -8.87	  0
18:23:11.0134	    22.89	     3.43	    17.45	    23.75	   260.93	    -4.29	    19.17	    -5.44	  0
18:23:11.0134	    20.89	     0.57	    18.60	    26.61	   263.79	    -5.44	    20.03	    -2.57	  0
18:23:11.0174	    17.74	    -2.00	    19.45	    29.18	   264.07	    -7.15	    21.17	    -1.43	  0
18:23:11.0174	    12.30	    -6.87	    27.75	    46.63	   267.79	   -11.16	    26.32	     0.29	  0
18:23:11.0174	     9.73	    -8.30	    24.89	    48.07	   277.23	   -14.59	    18.02	    -7.15	  0
18:23:11.0174	     7.44	    -9.16	    24.60	    41.20	   284.67	   -18.02	    13.16	   -13.73	  0
18:23:11.0234	     6.01	    -9.16	    31.19	    35.48	   284.96	   -21.17	     8.58	   -18.02	  0
18:23:11.0234	     5.15	    -9.16	    32.90	    23.46	   285.24	   -24.60	     2.57	   -25.18	  0
18:23:11.0234	     1.72	   -11.16	    28.32	     8.30	   290.97	   -30.90	    -5.44	   -32.90	  0
18:23:11.0234	     1.43	   -10.01	    25.46	     1.72	   296.97	   -32.62	    -8.58	   -32.90	  0
18:23:11.0671	     0.00	  -342.18	   851.44	  -288.39	   178.53	  1414.78	  -210.86	   444.03	  0
18:23:11.0671	  -688.36	   685.79	   216.87	 -1213.93	 -1127.82	    12.87	    -2.57	   -13.45	  0
18:23:11.1125	   822.54	 -1039.70	  -722.12	   505.83	  1033.69	    12.87	    -4.58	   -14.59	  0
18:23:11.1125	   906.37	   851.44	   920.11	  -169.66	  -667.48	   387.67	  1124.95	   175.09	  0
18:23:11.1578	  -357.06	   274.66	   714.11	  -155.93	   574.78	  1634.50	  1105.50	  1358.99	  0
18:23:11.1578	  1442.24	  -137.33	  -535.58	  -142.19	 -1666.55	  -645.45	  1118.37	  -860.88	  0
18:23:11.1578	   796.51	  -686.65	 -1716.90	  -128.46	  -519.28	   451.18	  1016.52	   307.56	  0
18:23:11.1578	 -1222.52	   247.19	   521.85	  -114.73	  -189.97	   614.26	   848.29	   241.76	  0
18:23:11.1641	  1043.70	 -1084.90	  1277.45	  -100.99	  -587.94	   -62.66	   511.84	  -864.32	  0
18:23:11.1641	   192.26	  1607.04	  -466.92	   -87.26	 -1346.97	 -1104.36	   197.41	  -835.13	  0
18:23:11.1651	   865.17	  -260.93	  1442.24	   -73.53	  1613.62	 -1734.35	   173.38	 -1425.93	  0
18:23:11.1651	 -1359.84	  -137.04	   329.59	   -59.80	  1623.06	 -1630.21	   751.30	    38.62	  0
18:23:11.1711	 -1510.91	   219.73	 -1181.32	   -46.06	 -1602.75	 -1288.89	   844.57	  -934.41	  0
18:23:11.1711	  -645.45	  1579.57	  -164.80	   -32.33	  -445.75	  -169.09	  -429.15	   161.08	  0
18:23:11.1711	 -1043.70	 -1483.44	   988.77	   -18.60	  1395.04	  1548.67	  -959.59	  -364.21	  0
18:23:11.1711	    29.47	    15.74	    53.22	    82.40	   240.61	     9.73	    25.46	    35.19	  0
18:23:11.1783	    42.34	    28.04	    67.81	    96.13	   234.03	    20.60	    33.76	    45.20	  0
18:23:11.1783	    51.50	    36.05	    74.39	   105.00	   225.73	    28.04	    40.63	    51.21	  0
18:23:11.1783	    59.22	    42.92	    82.68	   112.44	   220.58	    34.33	    47.78	    56.36	  0
18:23:11.1783	    65.23	    48.64	    86.40	   118.45	   215.72	    39.77	    53.50	    59.80	  0
18:23:11.1842	    67.23	    50.35	    82.97	   121.88	   208.57	    41.48	    52.93	    59.80	  0
18:23:11.1852	    66.95	    50.64	    74.39	   123.02	   204.56	    40.91	    46.35	    56.36	  0
18:23:11.1852	    64.95	    49.21	    66.66	   118.45	   211.72	    38.34	    41.48	    52.64	  0
18:23:11.1852	    63.23	    48.64	    60.94	   113.30	   224.59	    36.62	    38.91	    50.64	  0
18:23:11.1918	    65.80	    51.78	    51.21	    94.13	   214.86	    38.62	    34.33	    47.78	  0
18:23:11.1918	    73.24	    60.08	    56.93	    79.54	   189.97	    46.35	    37.19	    50.93	  0
18:23:11.1918	    78.68	    66.38	    77.82	    96.99	   188.26	    54.07	    52.36	    63.80	  0
18:23:11.1918	    79.82	    68.09	    86.98	   117.87	   193.98	    56.36	    58.36	    69.24	  0
18:23:11.1982	    82.11	    70.38	    95.56	   130.18	   191.97	    58.65	    60.37	    71.53	  0
18:23:11.1982	    84.97	    72.96	   106.72	   138.76	   188.54	    60.37	    63.23	    73.24	  0
18:23:11.1982	    87.55	    75.82	   115.30	   145.05	   191.40	    61.80	    68.95	    77.82	  0
18:23:11.1982	    88.12	    76.96	   117.59	   144.20	   196.84	    61.80	    71.53	    78.96	  0
18:23:11.2022	    88.41	    77.53	   118.16	   141.62	   203.42	    61.23	    70.10	    76.10	  0
18:23:11.2022	    88.98	    78.68	   119.30	   139.62	   208.00	    60.94	    67.52	    72.38	  0
18:23:11.2022	    92.12	    82.68	   122.45	   139.90	   210.29	    63.23	    68.09	    72.38	  0
18:23:11.2022	    94.13	    85.26	   121.31	   139.90	   212.00	    64.09	    64.37	    70.67	  0
18:23:11.2086	    95.84	    86.40	   119.30	   139.62	   214.00	    64.09	    60.65	    68.09	  0
18:23:11.2086	    94.99	    85.54	   113.30	   131.89	   218.87	    62.08	    58.65	    64.95	  0
18:23:11.2096	    89.26	    80.39	   104.71	   115.87	   218.58	    56.36	    53.50	    58.36	  0
18:23:11.2096	    84.69	    75.53	   100.14	   103.86	   215.44	    51.50	    49.78	    51.50	  0
18:23:11.2156	    78.68	    69.52	    92.98	    95.84	   224.88	    46.63	    45.49	    46.06	  0
18:23:11.2156	    72.10	    62.66	    94.99	   107.86	   254.63	    40.91	    48.35	    45.20	  0
18:23:11.2156	    63.23	    54.36	    90.98	   122.45	   278.38	    32.33	    46.35	    42.92	  0
18:23:11.2166	    58.36	    49.78	    76.39	   108.72	   264.07	    27.47	    34.90	    33.76	  0
18:23:11.2210	    57.22	    47.78	    72.67	    90.41	   249.77	    26.61	    30.61	    29.47	  0
18:23:11.2210	    55.50	    44.92	    69.52	    80.39	   245.76	    25.18	    30.61	    29.47	  0
18:23:11.2220	    51.50	    40.63	    70.67	    73.53	   244.33	    21.74	    30.61	    29.47	  0
18:23:11.2220	    47.78	    36.05	    72.96	    66.95	   249.48	    18.02	    28.04	    25.46	  0
18:23:11.2277	    44.63	    31.76	    68.95	    61.51	   252.91	    14.59	    22.32	    19.74	  0
18:23:11.2287	    40.91	    27.47	    53.22	    35.76	   251.20	     9.16	     5.44	     6.01	  0
18:23:11.2287	    34.90	    21.46	    40.91	     2.86	   247.19	     1.43	    -8.58	    -6.29	  0
18:23:11.2287	    24.32	    11.73	    41.48	    -1.14	   251.77	    -9.16	   -11.44	   -10.87	  0
18:23:11.2347	    14.02	     2.29	    34.62	     4.01	   262.07	   -19.17	   -16.88	   -18.88	  0
18:23:11.2347	  -288.68	 -1029.68	  -343.61	  -371.07	 -1140.40	  -151.06	  -100.99	   486.37	  0
18:23:11.2358	  1565.27	 -1318.07	  -961.88	 -1099.21	 -1415.06	   645.45	   -87.26	   989.34	  0
18:23:11.2358	  -522.42	 -1098.35	 -1566.12	  -947.86	  1057.15	  -590.52	   -73.53	   627.14	  0
18:23:11.2424	  -302.41	  1305.20	  1730.35	 -1030.26	   370.50	  -878.91	   -59.80	    85.26	  0
18:23:11.2424	 -1730.92	  -892.35	  1730.35	 -1305.20	   755.02	    13.73	   -46.06	  -317.29	  0
18:23:11.2424	   356.48	  1717.47	  -563.34	 -1195.34	   466.63	  1483.44	   -32.33	 -1302.05	  0
18:23:11.2424	  1716.33	  -315.28	  -604.53	    68.09	  1661.68	   686.65	   -18.60	  1046.85	  0
18:23:11.2496	    12.87	   989.34	  1263.14	  1002.22	 -1305.20	 -1730.63	    -4.86	  -213.72	  0
18:23:11.2496	 -1278.02	  -782.20	  1125.81	  -439.74	  1153.28	   933.84	  -210.86	 -1493.17	  0
18:23:11.2496	 -1346.68	 -1139.26	 -1648.52	   713.83	  -590.80	  -769.04	  -197.12	   935.84	  0
18:23:11.2496	  1029.40	 -1097.78	  1702.60	   892.35	 -1167.87	  1236.25	  -183.39	  1159.29	  0
18:23:11.2577	   837.14	  -122.45	   164.22	   -27.75	  -494.67	 -1634.50	  -169.66	  1703.45	  0
18:23:11.2577	  -151.63	     1.14	   521.56	   851.15	  -110.15	  1153.57	  -155.93	  -735.00	  0
18:23:11.2577	  -398.83	   -12.30	  -384.81	  -206.28	   205.71	  1414.78	  -142.19	   363.92	  0
18:23:11.2577	   809.96	  -630.57	   466.63	  1277.16	  -343.61	  -920.11	  -128.46	 -1693.44	  0
18:23:11.2642	   205.42	   -26.04	  -467.21	   878.62	  1359.56	  -645.45	  -114.73	  -394.82	  0
18:23:11.2642	 -1003.08	    56.08	 -1579.86	 -1085.19	   590.23	  1373.58	  -100.99	   801.94	  0
18:23:11.2778	  -123.88	 -1578.43	  1661.68	  -398.54	  -247.48	  1029.97	   -87.26	  1491.45	  0
18:23:11.2778	 -1057.72	 -1688.29	  -645.73	  1524.35	 -1277.73	 -1387.31	   -73.53	  1509.19	  0
18:23:11.2839	  -563.34	  -534.44	  -288.68	  1277.16	  1565.55	  1359.84	   -59.80	 -1360.99	  0
18:23:11.3402	 -1442.53	  -877.76	   796.22	  -178.81	  -961.59	 -1593.30	   -46.06	    48.35	  0
18:23:11.3402	  1208.50	   660.32	  -480.94	   480.37	 -1002.79	   823.97	   -32.33	 -1657.39	  0
18:23:11.3402	   233.17	 -1385.88	   919.82	 -1153.85	   864.89	  1263.71	   -18.60	   334.74	  0
18:23:11.3455	  -508.40	  1415.63	  1345.83	 -1016.52	  1029.97	  -329.59	    -4.86	 -1742.36	  0
18:23:11.3455	   576.50	  1607.90	  -343.32	   672.63	   -27.47	    82.40	  -210.86	  -647.45	  0
18:23:11.3455	    13.45	  1498.03	  -659.47	   288.11	  -783.06	  -343.32	  -197.12	   675.20	  0
18:23:11.3465	  -151.06	  -960.45	  1524.35	  -466.92	  1730.35	   151.06	  -183.39	 -1611.33	  0
18:23:11.3509	 -1717.19	   660.04	  -315.86	  -851.73	  -178.53	 -1483.44	  -169.66	  -970.75	  0
18:23:11.3509	   411.70	 -1180.46	   961.30	 -1263.71	   370.50	   164.80	  -155.93	  -113.30	  0
18:23:11.3509	  1194.76	  1058.01	  -466.92	   961.30	 -1510.91	 -1057.43	  -142.19	   884.63	  0
18:23:11.3509	   617.98	 -1015.95	   714.11	  1661.97	   205.71	 -1455.98	  -128.46	 -1421.64	  0
